Timesteps,Future Steps,Threshold,TPR,FDR,FTA,Lead Time
10,1,0.1,0.9444444444444444,0.8572317664335184,0.297245968311899,-1.2743048206937098
10,1,0.2,0.9444444444444444,0.8312721233712388,0.3218830430258609,-1.134269547325103
10,1,0.3,0.9444444444444444,0.8226444688803856,0.3477409549953661,-0.6412066431510876
10,1,0.4,0.9444444444444444,0.801074954721889,0.3757731343109945,-0.3117974720752497
10,1,0.5,0.9074074074074072,0.7988848251197461,0.401937380544518,-0.1459979423868312
10,1,0.6,0.8888888888888888,0.7869812532100667,0.4298789183066516,-0.0364711934156378
10,1,0.7000000000000001,0.9074074074074072,0.7667492812774747,0.5179002944759915,0.1927322163433274
10,1,0.8,0.879337231968811,0.7030803129332541,0.7017507416180251,0.6087860082304526
10,1,0.9,0.8198005698005698,0.5446685340802988,0.7521622733791344,0.7860833333333332
10,3,0.1,0.9444444444444444,0.8378943012521347,0.2865699416570075,-1.3895752498530276
10,3,0.2,0.9444444444444444,0.822801067021866,0.3244157047569022,-0.4399573780129335
10,3,0.3,0.9444444444444444,0.8007922191312442,0.3597734301597935,-0.2533171663727219
10,3,0.4,0.9285714285714286,0.7846510599311268,0.3734953661163327,-0.1661184597295708
10,3,0.5,0.9074074074074072,0.778331076038586,0.4321294712445643,-0.0154100529100529
10,3,0.6,0.8604938271604938,0.7089824022823156,0.5989997786489014,0.1498802834974145
10,3,0.7000000000000001,0.7592035644667223,0.5033822537112012,0.7675247896565143,0.7596359272875818
10,3,0.8,0.0,0.0,0.0,0.0
10,3,0.9,0.0,0.0,0.0,0.0
10,6,0.1,0.9629629629629628,0.8897199710758429,0.2986746070562874,-0.5336052322163434
10,6,0.2,0.9629629629629628,0.8645543173342723,0.3357237660023953,-0.4228147916086512
10,6,0.3,0.9629629629629628,0.8444453820292566,0.3459666315032664,-0.3746053791887125
10,6,0.4,0.9629629629629628,0.8377899211137197,0.3708350285430382,-0.3030510830949427
10,6,0.5,0.9412419938735728,0.8137596452245597,0.3994007313063685,0.2400860456416012
10,6,0.6,0.9020412457912458,0.7531066806178398,0.419889923874401,0.5772371031746032
10,6,0.7000000000000001,0.67562358276644,0.7444652184235517,0.6157675791733763,0.5706944444444444
10,6,0.8,0.0,1.0,0.0,0.0
10,6,0.9,0.0,0.0,0.0,0.0
10,9,0.1,0.9444444444444444,0.8929208615731017,0.2633581730434201,-1.017911522633745
10,9,0.2,0.9571150097465888,0.8517364169316445,0.3066960525069486,-0.5498816872427983
10,9,0.3,0.95679012345679,0.8226003364858735,0.3220889788655565,-0.2599372773800878
10,9,0.4,0.9325925925925928,0.8113366304351789,0.3377126610345901,0.5176433067737416
10,9,0.5,0.7918743890518084,0.7727902800893376,0.3915885864241465,0.1930431547619048
10,9,0.6,0.0,1.0,0.0,0.0
10,9,0.7000000000000001,0.0,0.0,0.0,0.0
10,9,0.8,0.0,0.0,0.0,0.0
10,9,0.9,0.0,0.0,0.0,0.0
10,12,0.1,0.9444444444444444,0.8826557835779684,0.2730465790872362,-0.7681172839506174
10,12,0.2,0.9444444444444444,0.8605362968135918,0.319249735208096,-0.5795370370370371
10,12,0.3,0.9444444444444444,0.8166579914794201,0.3836030056753012,-0.4583877131099353
10,12,0.4,0.0,0.0,0.0,0.0
10,12,0.5,0.0,0.0,0.0,0.0
10,12,0.6,0.0,0.0,0.0,0.0
10,12,0.7000000000000001,0.0,0.0,0.0,0.0
10,12,0.8,0.0,0.0,0.0,0.0
10,12,0.9,0.0,0.0,0.0,0.0
20,1,0.1,0.9444444444444444,0.839358608073887,0.2627264623922432,-1.5040814226925336
20,1,0.2,0.925925925925926,0.8280457222851317,0.2871638690009103,-1.302717519106408
20,1,0.3,0.9074074074074072,0.8138308670713925,0.3085684588119022,-1.1656187536743092
20,1,0.4,0.9074074074074072,0.8086621197554392,0.3242854284820617,-0.9806246325690772
20,1,0.5,0.9074074074074072,0.7865394181599715,0.343208381183399,-0.5818885949441505
20,1,0.6,0.9074074074074072,0.777016030579533,0.3708559144550165,-0.2107833627278071
20,1,0.7000000000000001,0.9074074074074072,0.755107219107116,0.4213602043221863,-0.0355452674897119
20,1,0.8,0.8604938271604938,0.6983666887630098,0.5776005832577493,0.1639039728952009
20,1,0.9,0.7639957264957264,0.4509726967710161,0.7871082951501396,0.8106845238095239
20,3,0.1,0.9074074074074073,0.8321842203266631,0.29862571457552867,-1.0493195179306292
20,3,0.2,0.9074074074074073,0.8181385454985679,0.3268754713237562,-0.28956055261610814
20,3,0.30000000000000004,0.9074074074074073,0.8025150284092557,0.3492112139375421,-0.14435185185185187
20,3,0.4,0.9074074074074073,0.7903313557113123,0.37543681798062195,-0.03128306878306882
20,3,0.5,0.9074074074074073,0.7770194131363364,0.42151281584538397,-0.006374191651969458
20,3,0.6,0.9074074074074073,0.7225803986673552,0.4811505001098931,0.06618823292799901
20,3,0.7000000000000001,0.8604938271604938,0.6359521526001706,0.6600688473470726,0.47897651263234337
20,3,0.8,0.0,0.0,0.0,0.0
20,3,0.9,0.0,0.0,0.0,0.0
20,6,0.1,0.9470899470899471,0.9222024979427202,0.23076934147115657,-0.4221296296296295
20,6,0.2,0.9250440917107584,0.8876091383880271,0.30670801013932847,-0.15573939881910898
20,6,0.30000000000000004,0.9354256854256854,0.8280907652486357,0.3692749080617586,0.2737336860670194
20,6,0.4,0.9055555555555556,0.7761229805410035,0.42585723081400334,0.512119341563786
20,6,0.5,0.8640700915969732,0.7281158163511104,0.47758452335418244,0.39733922813632955
20,6,0.6,0.8425974025974026,0.7169081828133552,0.47986241921763906,0.4930034722222222
20,6,0.7000000000000001,0.7202272727272727,0.7326846900376311,0.5227177976719931,0.8660227272727273
20,6,0.8,0.6809041835357625,0.7029545454545454,0.6996342352685636,0.6594047619047619
20,6,0.9,0.0,0.0,0.0,0.0
20,9,0.1,0.9253689780005571,0.859623533606505,0.273193271641332,-0.3428292181069959
20,9,0.2,0.9018518518518519,0.7858391312065449,0.34631497388385196,-0.23488392698919014
20,9,0.30000000000000004,0.8627384960718294,0.7654273121801659,0.35416552679434354,0.24537707997852928
20,9,0.4,0.8351360544217687,0.7724650565723981,0.41059911517098585,0.3583886054421769
20,9,0.5,0.7843716433941997,0.7409125218216128,0.43532309837093364,0.4501322751322751
20,9,0.6,0.6106516290726817,0.746361635796809,0.4916856843172632,0.6729166666666666
20,9,0.7000000000000001,0.11868686868686869,0.875,0.8181818181818181,1.05
20,9,0.8,0.0,0.0,0.0,0.0
20,9,0.9,0.0,0.0,0.0,0.0
20,12,0.1,0.9444444444444444,0.924689326663798,0.20524430166865423,-1.696912845385068
20,12,0.2,0.9444444444444444,0.904427118794462,0.23661430927284777,-0.988748530276308
20,12,0.30000000000000004,0.9444444444444444,0.8930211137502738,0.26455084653619093,-0.9347545561434453
20,12,0.4,0.925925925925926,0.8469927167615804,0.30787579359394385,-0.5131966490299823
20,12,0.5,0.7329861111111111,0.7967952187341824,0.3070550296903327,-0.15049793956043955
20,12,0.6,0.0,0.0,0.0,0.0
20,12,0.7000000000000001,0.0,0.0,0.0,0.0
20,12,0.8,0.0,0.0,0.0,0.0
20,12,0.9,0.0,0.0,0.0,0.0
30,1,0.1,0.9444444444444444,0.8237057433453324,0.320426182710644,-0.9962595532039976
30,1,0.2,0.9444444444444444,0.823559139019745,0.34339894415662336,-0.3827263374485596
30,1,0.30000000000000004,0.9074074074074073,0.8266450876811838,0.3675710503525032,-0.27349647266313926
30,1,0.4,0.9074074074074073,0.8137631549795059,0.3898457825150456,-0.1597692533803645
30,1,0.5,0.9074074074074073,0.806458631381232,0.41582047923531307,-0.082282480893592
30,1,0.6,0.8888888888888888,0.8028199131039533,0.45598173013503573,-0.02338129977018867
30,1,0.7000000000000001,0.8827160493827161,0.7841881262854895,0.5041227411971819,0.07733089532109141
30,1,0.8,0.8604938271604938,0.6881998614283371,0.6109186682536812,0.17144768238679486
30,1,0.9,0.8322751322751323,0.5734500067833402,0.6995710282459388,0.44901234567901227
30,3,0.1,0.9444444444444444,0.8557365869909715,0.31042210856526076,-0.6600479497354497
30,3,0.2,0.9444444444444444,0.8430697790201923,0.34508193423053507,-0.5465724206349205
30,3,0.30000000000000004,0.9444444444444444,0.839701958004452,0.362104316763828,-0.4274917328042328
30,3,0.4,0.9444444444444444,0.8344944832370241,0.384233483488189,-0.2877613304093567
30,3,0.5,0.9382716049382717,0.8271444965241244,0.4062325604585812,-0.10537319094304384
30,3,0.6,0.9012345679012346,0.8043008998395134,0.44241745008884004,0.05017884258080337
30,3,0.7000000000000001,0.8604938271604938,0.7587844429834587,0.5593645881804509,0.322354151537158
30,3,0.8,0.7992063492063493,0.6397599949070537,0.7232167448169492,0.7187291666666666
30,3,0.9,0.0,0.0,0.0,0.0
30,6,0.1,0.9444444444444444,0.9203033244543133,0.1831779834527734,-1.1708179012345679
30,6,0.2,0.9444444444444444,0.8957986355696974,0.22551130155811683,-0.7885821759259259
30,6,0.30000000000000004,0.925925925925926,0.8752506611271286,0.26343790867735006,-0.5395781893004116
30,6,0.4,0.9074074074074073,0.8506651258870325,0.31866124625053105,-0.34051293356848916
30,6,0.5,0.8790123456790124,0.7773447488201092,0.4666858215259066,-0.007805529619255107
30,6,0.6,0.0,1.0,0.0,0.0
30,6,0.7000000000000001,0.0,0.0,0.0,0.0
30,6,0.8,0.0,0.0,0.0,0.0
30,6,0.9,0.0,0.0,0.0,0.0
30,9,0.1,0.9197530864197532,0.9018203344352177,0.24431536600412088,-0.46356740844485944
30,9,0.2,0.9256613756613756,0.8675161753359674,0.28952473177092414,-0.08077407047849457
30,9,0.30000000000000004,0.9158249158249158,0.8222878945958357,0.40733733797527416,0.17288271604938274
30,9,0.4,0.8996450754214729,0.778957563042486,0.4719009256768869,0.48453654970760235
30,9,0.5,0.8404436696308617,0.7338543560498964,0.521199533022994,0.5523190416517485
30,9,0.6,0.6575396825396825,0.6949339549339549,0.5676431915176646,0.6381944444444444
30,9,0.7000000000000001,0.2656926406926407,0.8173936241163132,0.7133680897108008,0.9013888888888889
30,9,0.8,0.3333333333333333,1.0,1.0,0.0
30,9,0.9,0.0,0.0,0.0,0.0
30,12,0.1,0.9444444444444444,0.9114575469277942,0.23798202167183863,-1.0691203703703704
30,12,0.2,0.9629629629629629,0.8908019874129077,0.2816571225702929,-0.49321180555555555
30,12,0.30000000000000004,0.9512085137085138,0.8841543237932856,0.299353376055382,-0.24498801256613756
30,12,0.4,0.535041608349879,0.7627047636929061,0.4383719385964687,0.2061904761904762
30,12,0.5,0.46615384615384614,0.9095238095238096,0.47951635846372687,2.9444444444444446
30,12,0.6,0.0,0.0,0.0,0.0
30,12,0.7000000000000001,0.0,0.0,0.0,0.0
30,12,0.8,0.0,0.0,0.0,0.0
30,12,0.9,0.0,0.0,0.0,0.0
40,1,0.1,0.9444444444444444,0.8516683393611771,0.30216655500371065,-0.42237948265726044
40,1,0.2,0.925925925925926,0.8317501436185313,0.32808980409633126,-0.21484273956496178
40,1,0.30000000000000004,0.9074074074074073,0.8263006279568131,0.35226801422036036,-0.14341122868900646
40,1,0.4,0.9074074074074073,0.8219546147480595,0.3725429323249658,-0.09452821869488535
40,1,0.5,0.9074074074074073,0.8036357546578955,0.40335188569998615,-0.04326131687242802
40,1,0.6,0.9126984126984128,0.7794648666841181,0.43643010109937386,0.0035141093474426732
40,1,0.7000000000000001,0.8827160493827161,0.7500986453160366,0.5039229370825777,0.10151693230898595
40,1,0.8,0.8604938271604938,0.717572584932517,0.6029695266981712,0.22793626222418795
40,1,0.9,0.8049382716049382,0.5653887554143309,0.7556471356752855,0.4907334785766158
40,3,0.1,0.9444444444444444,0.8966741325930112,0.27191308330906167,-0.6920002939447384
40,3,0.2,0.9126984126984128,0.8789082239957193,0.30450852810842377,-0.49029835390946513
40,3,0.30000000000000004,0.9074074074074073,0.8573912011598191,0.3409790312934509,-0.45955653021442505
40,3,0.4,0.9074074074074073,0.8383902045624668,0.36570883731229015,-0.3900214947089946
40,3,0.5,0.9074074074074073,0.8100885058688596,0.3942930937542508,-0.15941843244474824
40,3,0.6,0.9259259259259258,0.7930663077260275,0.42793009533904236,0.42323120501574457
40,3,0.7000000000000001,0.9208754208754208,0.7549624621676873,0.44305185657564167,0.6841015466015467
40,3,0.8,0.8850574712643678,0.7439646844200548,0.4970193296323464,0.6567276785714286
40,3,0.9,0.5646258503401361,0.7561728395061729,0.7618018812463258,0.8633219954648526
40,6,0.1,0.9444444444444444,0.9137090799628406,0.26856456178995586,-0.7777371669915529
40,6,0.2,0.9382716049382717,0.8969663018414212,0.3456497109041944,-0.2511854186118892
40,6,0.30000000000000004,0.9250440917107584,0.8584254583838525,0.4018336162341586,-0.03447984749455341
40,6,0.4,0.8644380311046977,0.8300050329189684,0.4328274379764861,0.166872730573711
40,6,0.5,0.8409533935849726,0.7590957740117404,0.4630673899774496,0.2691358024691358
40,6,0.6,0.7984702093397744,0.7778823114869626,0.4754251506400182,0.2456911159525539
40,6,0.7000000000000001,0.7998500524816313,0.6755634920634921,0.4927939209024109,0.4797506313131313
40,6,0.8,0.7135416666666667,0.7033368781755879,0.6269518216805999,0.8143282312925171
40,6,0.9,0.2648989898989899,0.7156593406593407,0.7833333333333333,0.6909722222222223
40,9,0.1,0.9444444444444444,0.8771170505302831,0.3005374202598296,-0.6048713991769546
40,9,0.2,0.9444444444444444,0.8525801830122934,0.3609185874030557,-0.4306430041152264
40,9,0.30000000000000004,0.925925925925926,0.7790835240413538,0.40239298412740526,-0.12077674897119348
40,9,0.4,0.85570987654321,0.7293413069799878,0.5117149472201409,-0.041203703703703715
40,9,0.5,0.8185941043083901,0.6998868391160881,0.542197790880672,0.30259826152683295
40,9,0.6,0.6324436632707309,0.7029647435897436,0.5737657479259647,0.6890873015873016
40,9,0.7000000000000001,0.1970959595959596,0.8166666666666667,0.4527458617332035,1.1555555555555557
40,9,0.8,0.0,0.0,0.0,0.0
40,9,0.9,0.0,0.0,0.0,0.0
40,12,0.1,1.0,0.9278935129565613,0.14570305733151565,-2.798616990005879
40,12,0.2,1.0,0.9061706468430182,0.1773208961036595,-2.4816269841269847
40,12,0.30000000000000004,1.0,0.8790525285377861,0.19266846792073813,-1.6291402116402116
40,12,0.4,0.6993416305916306,0.8759409343071399,0.20335885029135453,-0.009275793650793687
40,12,0.5,0.0,0.0,0.0,0.0
40,12,0.6,0.0,0.0,0.0,0.0
40,12,0.7000000000000001,0.0,0.0,0.0,0.0
40,12,0.8,0.0,0.0,0.0,0.0
40,12,0.9,0.0,0.0,0.0,0.0
50,1,0.1,0.925925925925926,0.7784302246106723,0.3484471500894425,-0.9276587301587301
50,1,0.2,0.9074074074074073,0.7766732125583801,0.3746794665749944,-0.24427836566725455
50,1,0.30000000000000004,0.9074074074074073,0.7787680090570347,0.3947039087349116,-0.14516019988242207
50,1,0.4,0.9074074074074073,0.7675366524340532,0.41862143648186995,-0.05803203997648443
50,1,0.5,0.8888888888888888,0.7768155639421579,0.4547371038564665,-0.03022780717225161
50,1,0.6,0.8888888888888888,0.7426720826071477,0.49797018593144415,0.05009553203997647
50,1,0.7000000000000001,0.8604938271604938,0.7377928450855904,0.5951847673535318,0.14452409618818288
50,1,0.8,0.8604938271604938,0.6745819908991264,0.6577119229295129,0.5376207175527781
50,1,0.9,0.7677777777777778,0.5208624461277263,0.7795819435003579,0.7286458333333334
50,3,0.1,0.9444444444444444,0.8681465682440375,0.29210549288749,-0.9285199882422105
50,3,0.2,0.9629629629629629,0.8578848539032188,0.3166262248821947,-0.48126837154614943
50,3,0.30000000000000004,0.9629629629629629,0.850691580950907,0.332795320139119,-0.4158560463659148
50,3,0.4,0.9629629629629629,0.8386297935174085,0.3487060141227148,-0.33317956349206346
50,3,0.5,0.9629629629629629,0.8298481596868551,0.36816656005434206,-0.2831022869674185
50,3,0.6,0.9444444444444444,0.8276470746654527,0.39332147377668,-0.10655257936507934
50,3,0.7000000000000001,0.9312169312169313,0.7986561624834482,0.42102371361420793,0.23265873015873018
50,3,0.8,0.8838383838383839,0.7321377623183424,0.5811813145078142,0.512495399125834
50,3,0.9,0.0,0.0,0.0,0.0
50,6,0.1,0.9444444444444444,0.8993998151760336,0.3012051764164314,-0.6112066431510876
50,6,0.2,0.9444444444444444,0.878810412901322,0.33105831558405663,-0.3520164609053498
50,6,0.30000000000000004,0.9444444444444444,0.8659947125888231,0.36131618710263785,-0.3211518379281537
50,6,0.4,0.925925925925926,0.8473817242135131,0.4055243257842906,-0.25212384259259263
50,6,0.5,0.9015594541910331,0.8129812549828458,0.46717908977955197,-0.07760488555325513
50,6,0.6,0.5675733623102045,0.7790540015540015,0.5314270324187639,0.7492063492063492
50,6,0.7000000000000001,0.0,0.0,0.0,0.0
50,6,0.8,0.0,0.0,0.0,0.0
50,6,0.9,0.0,0.0,0.0,0.0
50,9,0.1,1.0,0.8906039168571837,0.2543325167845666,-0.5578262786596119
50,9,0.2,0.8814814814814815,0.8538431062488196,0.30844468223829113,-0.7535469460688757
50,9,0.30000000000000004,0.8549382716049383,0.7983866869206723,0.3637210227176231,-0.21437499999999995
50,9,0.4,0.7278338945005611,0.7417568760206458,0.4410983321939416,-0.37106953892668176
50,9,0.5,0.7347225583250427,0.7326952464345261,0.46221131088842576,-0.618948312943411
50,9,0.6,0.6718202432488146,0.7352284415752681,0.5680172008396089,-0.4803055555555556
50,9,0.7000000000000001,0.48935185185185187,0.6386029411764705,0.6428833950305048,-0.25703703703703695
50,9,0.8,0.3503968253968254,0.77,0.6572810270410029,0.8083333333333333
50,9,0.9,0.0,0.0,0.0,0.0
50,12,0.1,0.9444444444444444,0.9332028337472255,0.19621344729802628,-1.2032142857142858
50,12,0.2,0.9184027777777778,0.8966977375285711,0.26399543889873883,-0.5963107638888889
50,12,0.30000000000000004,0.8578329882677709,0.8526053545259692,0.35327837836927534,-0.3962187118437118
50,12,0.4,0.5932539682539684,0.7868610786967786,0.4181104670082687,-0.32964852607709755
50,12,0.5,0.4613095238095238,0.7333831100322854,0.4822719169887824,-0.2444444444444445
50,12,0.6,0.4143356643356643,0.7642857142857142,0.5879120879120879,3.5
50,12,0.7000000000000001,0.0,0.0,0.0,0.0
50,12,0.8,0.0,0.0,0.0,0.0
50,12,0.9,0.0,0.0,0.0,0.0
